txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00003493,2026-02-03T22:30:46Z,Refund SLA Tracking,Jio,NETBANKING,7594.24,SUCCESS,CUST122388,Amazon Pay - Refund SLA Tracking via Jio
AP00003494,2026-04-24T05:16:19Z,Reconciliation Reports,Swiggy,CARD_TOKEN,4771.72,SUCCESS,CUST785512,Amazon Pay - Reconciliation Reports via Swiggy
AP00003495,2026-04-16T01:26:52Z,Webhooks & Events,Jio,NETBANKING,1384.53,SUCCESS,CUST648947,Amazon Pay - Webhooks & Events via Jio
AP00003496,2026-04-27T11:46:53Z,API Rate Limits,Bescom,NETBANKING,912.02,REVERSED,CUST910319,Amazon Pay - API Rate Limits via Bescom
AP00003497,2026-01-16T02:09:49Z,Sandbox Environment,EatSure,CARD_TOKEN,9030.49,REVERSED,CUST124376,Amazon Pay - Sandbox Environment via EatSure
AP00003498,2026-05-04T22:17:22Z,Compliance Reporting,Tata 1mg,EMI,2785.98,REFUNDED,CUST667977,Amazon Pay - Compliance Reporting via Tata 1mg
AP00003499,2026-03-28T06:18:46Z,PCI-DSS Tokenization,BigBasket,AMAZON_PAY_WALLET,7359.11,SUCCESS,CUST361176,Amazon Pay - PCI-DSS Tokenization via BigBasket
AP00003500,2026-05-10T15:10:53Z,One-Click Checkout,Domino's,AMAZON_PAY_WALLET,3265.44,PENDING,CUST152074,Amazon Pay - One-Click Checkout via Domino's
AP00003501,2026-03-16T23:43:10Z,Buy Now Pay Later,Zomato,EMI,6807.91,PENDING,CUST227850,Amazon Pay - Buy Now Pay Later via Zomato
AP00003502,2026-03-22T15:33:08Z,UPI Payments,BigBasket,NETBANKING,181.94,SUCCESS,CUST782571,Amazon Pay - UPI Payments via BigBasket
AP00003503,2026-01-19T14:03:34Z,Recurring Payments,Tata 1mg,AMAZON_PAY_UPI,9748.61,REVERSED,CUST584726,Amazon Pay - Recurring Payments via Tata 1mg
AP00003504,2026-01-21T08:57:05Z,Amazon Pay Wallet,EatSure,CARD_TOKEN,6359.67,REFUNDED,CUST165070,Amazon Pay - Amazon Pay Wallet via EatSure
AP00003505,2026-02-02T17:47:02Z,Send Money to Contacts,MakeMyTrip,EMI,9846.86,REFUNDED,CUST620154,Amazon Pay - Send Money to Contacts via MakeMyTrip
AP00003506,2026-05-07T04:11:53Z,Bill Payments,RedBus,CARD_TOKEN,763.88,FAILED,CUST613513,Amazon Pay - Bill Payments via RedBus
AP00003507,2026-05-01T12:54:37Z,Mobile Recharge,Airtel,NETBANKING,3320.4,REFUNDED,CUST444762,Amazon Pay - Mobile Recharge via Airtel
AP00003508,2026-05-06T08:22:34Z,DTH Recharge,Bookmyshow,EMI,5777.48,PENDING,CUST747210,Amazon Pay - DTH Recharge via Bookmyshow
AP00003509,2026-01-22T15:35:25Z,Insurance Premium Payments,Uber,AMAZON_PAY_UPI,886.19,PENDING,CUST989022,Amazon Pay - Insurance Premium Payments via Uber
AP00003510,2026-04-08T19:33:13Z,Credit Card Bill Payments,Zomato,AMAZON_PAY_WALLET,496.19,PENDING,CUST336300,Amazon Pay - Credit Card Bill Payments via Zomato
AP00003511,2026-02-02T21:12:15Z,EMI Auto-Debit,Domino's,CARD_TOKEN,7459.2,REVERSED,CUST888567,Amazon Pay - EMI Auto-Debit via Domino's
AP00003512,2026-05-23T19:52:04Z,Rewards & Cashback,Tata 1mg,EMI,1759.65,REVERSED,CUST635889,Amazon Pay - Rewards & Cashback via Tata 1mg
AP00003513,2026-04-06T17:02:56Z,Coupons & Promo Codes,Jio,AMAZON_PAY_UPI,5838.45,FAILED,CUST220006,Amazon Pay - Coupons & Promo Codes via Jio
AP00003514,2026-03-13T14:41:03Z,Gift Cards,MakeMyTrip,AMAZON_PAY_WALLET,8076.48,REFUNDED,CUST733852,Amazon Pay - Gift Cards via MakeMyTrip
AP00003515,2026-02-05T02:13:15Z,Merchant Settlements,Bookmyshow,NETBANKING,6999.92,REVERSED,CUST445265,Amazon Pay - Merchant Settlements via Bookmyshow
AP00003516,2026-04-13T23:44:43Z,Refund Processing,Vodafone,NETBANKING,9446.15,REVERSED,CUST423404,Amazon Pay - Refund Processing via Vodafone
AP00003517,2026-04-17T04:34:06Z,Transaction History,Jio,AMAZON_PAY_WALLET,5262.34,SUCCESS,CUST106440,Amazon Pay - Transaction History via Jio
AP00003518,2026-05-07T07:19:50Z,KYC Verification,Practo,EMI,3859.14,FAILED,CUST714031,Amazon Pay - KYC Verification via Practo
AP00003519,2026-03-25T14:20:53Z,Fraud Detection,Airtel,CARD_TOKEN,874.75,PENDING,CUST450659,Amazon Pay - Fraud Detection via Airtel
AP00003520,2026-02-08T16:57:07Z,PIN & Biometric Authentication,Uber,AMAZON_PAY_WALLET,7433.58,SUCCESS,CUST893478,Amazon Pay - PIN & Biometric Authentication via Uber
AP00003521,2026-01-06T18:05:02Z,Strong Customer Authentication,Bookmyshow,NETBANKING,2783.84,SUCCESS,CUST748129,Amazon Pay - Strong Customer Authentication via Bookmyshow
AP00003522,2026-01-26T10:53:31Z,Multi-Currency Support,Domino's,EMI,6834.95,REVERSED,CUST723013,Amazon Pay - Multi-Currency Support via Domino's
AP00003523,2026-01-09T08:36:10Z,Cross-Border Payments,EatSure,NETBANKING,8937.72,SUCCESS,CUST188369,Amazon Pay - Cross-Border Payments via EatSure
AP00003524,2026-02-25T13:54:58Z,QR Code Payments,Bookmyshow,CARD_TOKEN,2210.65,REFUNDED,CUST113596,Amazon Pay - QR Code Payments via Bookmyshow
AP00003525,2026-05-26T10:20:27Z,NFC Tap-to-Pay,Bookmyshow,EMI,5342.12,REVERSED,CUST866649,Amazon Pay - NFC Tap-to-Pay via Bookmyshow
AP00003526,2026-01-03T23:52:52Z,Voice Payments,EatSure,AMAZON_PAY_UPI,4378.74,FAILED,CUST559426,Amazon Pay - Voice Payments via EatSure
AP00003527,2026-02-16T05:57:00Z,Smart Connect Express Checkout,BigBasket,NETBANKING,7420.85,PENDING,CUST418661,Amazon Pay - Smart Connect Express Checkout via BigBasket
AP00003528,2026-05-28T23:05:26Z,Saved Payment Instruments,Domino's,NETBANKING,5559.67,SUCCESS,CUST492546,Amazon Pay - Saved Payment Instruments via Domino's
AP00003529,2026-03-26T09:55:17Z,Shipping Address Book,ACT Fibernet,EMI,8536.6,SUCCESS,CUST723453,Amazon Pay - Shipping Address Book via ACT Fibernet
AP00003530,2026-03-25T02:32:35Z,Order Tracking Integration,Cleartrip,NETBANKING,7426.7,SUCCESS,CUST404195,Amazon Pay - Order Tracking Integration via Cleartrip
AP00003531,2026-01-02T00:07:42Z,Loyalty Program Integration,Tata 1mg,AMAZON_PAY_WALLET,2584.99,SUCCESS,CUST482718,Amazon Pay - Loyalty Program Integration via Tata 1mg
AP00003532,2026-05-02T22:14:14Z,Charity Donations,RedBus,EMI,5207.51,REVERSED,CUST292075,Amazon Pay - Charity Donations via RedBus
AP00003533,2026-01-10T17:27:45Z,Tax Invoice Download,Bookmyshow,CARD_TOKEN,4237.01,REVERSED,CUST524906,Amazon Pay - Tax Invoice Download via Bookmyshow
AP00003534,2026-02-09T06:20:16Z,Customer Support Chat,ACT Fibernet,AMAZON_PAY_WALLET,7424.43,SUCCESS,CUST612963,Amazon Pay - Customer Support Chat via ACT Fibernet
AP00003535,2026-04-28T04:21:09Z,Dispute Resolution,Vodafone,EMI,9330.94,REVERSED,CUST718642,Amazon Pay - Dispute Resolution via Vodafone
AP00003536,2026-01-06T20:48:26Z,Subscription AutoPay,Swiggy,NETBANKING,2406.61,REFUNDED,CUST442404,Amazon Pay - Subscription AutoPay via Swiggy
AP00003537,2026-02-19T16:41:16Z,Split Bills,BWSSB,CARD_TOKEN,97.47,REVERSED,CUST376696,Amazon Pay - Split Bills via BWSSB
AP00003538,2026-03-23T20:12:16Z,Invoice / Request Money,Practo,CARD_TOKEN,2805.11,SUCCESS,CUST487518,Amazon Pay - Invoice / Request Money via Practo
AP00003539,2026-05-26T13:41:40Z,Merchant Onboarding,BWSSB,EMI,5377.61,FAILED,CUST934222,Amazon Pay - Merchant Onboarding via BWSSB
AP00003540,2026-01-01T04:06:00Z,Risk-Based Step-Up,Uber,NETBANKING,7537.36,REFUNDED,CUST243700,Amazon Pay - Risk-Based Step-Up via Uber
AP00003541,2026-03-09T11:33:44Z,Device Binding,Bescom,EMI,3430.43,FAILED,CUST344126,Amazon Pay - Device Binding via Bescom
AP00003542,2026-03-05T15:19:06Z,Velocity Controls,Swiggy,AMAZON_PAY_UPI,5626.6,REFUNDED,CUST204962,Amazon Pay - Velocity Controls via Swiggy
AP00003543,2026-05-18T16:23:08Z,Refund SLA Tracking,Practo,NETBANKING,1028.41,SUCCESS,CUST868626,Amazon Pay - Refund SLA Tracking via Practo
AP00003544,2026-04-11T07:30:44Z,Reconciliation Reports,Tata 1mg,AMAZON_PAY_UPI,4876.89,REFUNDED,CUST906951,Amazon Pay - Reconciliation Reports via Tata 1mg
AP00003545,2026-05-01T06:05:40Z,Webhooks & Events,Uber,AMAZON_PAY_WALLET,2193.02,SUCCESS,CUST792267,Amazon Pay - Webhooks & Events via Uber
AP00003546,2026-05-08T10:46:55Z,API Rate Limits,Uber,CARD_TOKEN,5775.52,REVERSED,CUST467328,Amazon Pay - API Rate Limits via Uber
AP00003547,2026-04-02T12:48:37Z,Sandbox Environment,Zomato,AMAZON_PAY_WALLET,1939.77,REFUNDED,CUST589201,Amazon Pay - Sandbox Environment via Zomato
AP00003548,2026-05-18T15:35:52Z,Compliance Reporting,Airtel,AMAZON_PAY_UPI,3228.55,FAILED,CUST807862,Amazon Pay - Compliance Reporting via Airtel
AP00003549,2026-02-27T12:44:18Z,PCI-DSS Tokenization,BWSSB,AMAZON_PAY_WALLET,428.31,FAILED,CUST845461,Amazon Pay - PCI-DSS Tokenization via BWSSB
AP00003550,2026-04-06T13:22:19Z,One-Click Checkout,Indigo,AMAZON_PAY_WALLET,7176.48,FAILED,CUST138211,Amazon Pay - One-Click Checkout via Indigo
AP00003551,2026-05-27T15:03:36Z,Buy Now Pay Later,Tata 1mg,NETBANKING,2766.51,SUCCESS,CUST189045,Amazon Pay - Buy Now Pay Later via Tata 1mg
AP00003552,2026-04-28T01:49:35Z,UPI Payments,BWSSB,AMAZON_PAY_UPI,4464.73,SUCCESS,CUST441436,Amazon Pay - UPI Payments via BWSSB
AP00003553,2026-05-11T06:35:15Z,Recurring Payments,Cleartrip,AMAZON_PAY_UPI,3326.37,FAILED,CUST612432,Amazon Pay - Recurring Payments via Cleartrip
AP00003554,2026-05-14T22:09:50Z,Amazon Pay Wallet,Bookmyshow,EMI,5396.47,SUCCESS,CUST806142,Amazon Pay - Amazon Pay Wallet via Bookmyshow
AP00003555,2026-01-17T20:01:52Z,Send Money to Contacts,BigBasket,NETBANKING,8189.73,PENDING,CUST195872,Amazon Pay - Send Money to Contacts via BigBasket
AP00003556,2026-03-23T21:42:36Z,Bill Payments,BigBasket,NETBANKING,5552.71,FAILED,CUST241847,Amazon Pay - Bill Payments via BigBasket
AP00003557,2026-03-05T01:32:43Z,Mobile Recharge,Domino's,AMAZON_PAY_UPI,4694.18,REVERSED,CUST221851,Amazon Pay - Mobile Recharge via Domino's
AP00003558,2026-01-18T16:35:56Z,DTH Recharge,Uber,NETBANKING,9348.57,FAILED,CUST802366,Amazon Pay - DTH Recharge via Uber
AP00003559,2026-01-04T03:47:33Z,Insurance Premium Payments,Indigo,AMAZON_PAY_WALLET,8445.34,FAILED,CUST308389,Amazon Pay - Insurance Premium Payments via Indigo
AP00003560,2026-02-05T19:26:32Z,Credit Card Bill Payments,Domino's,NETBANKING,682.54,FAILED,CUST338589,Amazon Pay - Credit Card Bill Payments via Domino's
AP00003561,2026-03-12T06:45:00Z,EMI Auto-Debit,Swiggy,AMAZON_PAY_WALLET,608.93,FAILED,CUST626334,Amazon Pay - EMI Auto-Debit via Swiggy
AP00003562,2026-01-09T20:53:07Z,Rewards & Cashback,Zomato,NETBANKING,8327.83,SUCCESS,CUST685054,Amazon Pay - Rewards & Cashback via Zomato
AP00003563,2026-03-09T02:24:22Z,Coupons & Promo Codes,EatSure,NETBANKING,6104.82,PENDING,CUST630004,Amazon Pay - Coupons & Promo Codes via EatSure
AP00003564,2026-02-02T18:18:11Z,Gift Cards,Domino's,AMAZON_PAY_WALLET,2328.58,PENDING,CUST844144,Amazon Pay - Gift Cards via Domino's
AP00003565,2026-04-07T22:05:37Z,Merchant Settlements,Jio,CARD_TOKEN,5269.41,FAILED,CUST819891,Amazon Pay - Merchant Settlements via Jio
AP00003566,2026-04-20T07:03:58Z,Refund Processing,Tata 1mg,NETBANKING,4019.64,REVERSED,CUST521043,Amazon Pay - Refund Processing via Tata 1mg
AP00003567,2026-02-20T00:58:28Z,Transaction History,Tata Power,EMI,6104.45,FAILED,CUST274166,Amazon Pay - Transaction History via Tata Power
AP00003568,2026-01-14T21:53:09Z,KYC Verification,Bookmyshow,AMAZON_PAY_UPI,6508.04,FAILED,CUST168874,Amazon Pay - KYC Verification via Bookmyshow
AP00003569,2026-05-25T14:50:35Z,Fraud Detection,Uber,AMAZON_PAY_UPI,9602.08,REFUNDED,CUST571670,Amazon Pay - Fraud Detection via Uber
AP00003570,2026-02-28T14:57:09Z,PIN & Biometric Authentication,MakeMyTrip,NETBANKING,8426.6,REVERSED,CUST104450,Amazon Pay - PIN & Biometric Authentication via MakeMyTrip
AP00003571,2026-03-20T09:54:35Z,Strong Customer Authentication,Bookmyshow,AMAZON_PAY_UPI,797.59,PENDING,CUST583619,Amazon Pay - Strong Customer Authentication via Bookmyshow
AP00003572,2026-03-28T03:04:33Z,Multi-Currency Support,Tata Power,CARD_TOKEN,1378.34,REVERSED,CUST125148,Amazon Pay - Multi-Currency Support via Tata Power
AP00003573,2026-02-16T06:50:29Z,Cross-Border Payments,Bescom,NETBANKING,9915.79,FAILED,CUST444580,Amazon Pay - Cross-Border Payments via Bescom
AP00003574,2026-04-11T23:34:25Z,QR Code Payments,EatSure,NETBANKING,8842.3,FAILED,CUST179425,Amazon Pay - QR Code Payments via EatSure
AP00003575,2026-04-14T13:27:57Z,NFC Tap-to-Pay,Swiggy,AMAZON_PAY_WALLET,9059.5,REVERSED,CUST679281,Amazon Pay - NFC Tap-to-Pay via Swiggy
AP00003576,2026-01-20T14:23:14Z,Voice Payments,Tata Power,AMAZON_PAY_UPI,3135.06,SUCCESS,CUST390617,Amazon Pay - Voice Payments via Tata Power
AP00003577,2026-05-17T12:15:59Z,Smart Connect Express Checkout,Indigo,CARD_TOKEN,983.85,FAILED,CUST658853,Amazon Pay - Smart Connect Express Checkout via Indigo
AP00003578,2026-05-27T06:30:39Z,Saved Payment Instruments,BigBasket,NETBANKING,5729.99,REFUNDED,CUST620355,Amazon Pay - Saved Payment Instruments via BigBasket
AP00003579,2026-03-20T21:26:39Z,Shipping Address Book,BigBasket,AMAZON_PAY_UPI,7397.3,FAILED,CUST959709,Amazon Pay - Shipping Address Book via BigBasket
AP00003580,2026-04-24T08:49:17Z,Order Tracking Integration,Tata 1mg,NETBANKING,4246.29,SUCCESS,CUST390286,Amazon Pay - Order Tracking Integration via Tata 1mg
AP00003581,2026-03-17T11:42:01Z,Loyalty Program Integration,Uber,NETBANKING,6688.55,REFUNDED,CUST939556,Amazon Pay - Loyalty Program Integration via Uber
AP00003582,2026-03-25T15:45:08Z,Charity Donations,BigBasket,AMAZON_PAY_WALLET,4795.14,REFUNDED,CUST387948,Amazon Pay - Charity Donations via BigBasket
AP00003583,2026-01-09T10:39:33Z,Tax Invoice Download,Tata Power,NETBANKING,9284.78,PENDING,CUST169147,Amazon Pay - Tax Invoice Download via Tata Power
AP00003584,2026-04-07T13:04:23Z,Customer Support Chat,Swiggy,NETBANKING,2898.33,PENDING,CUST395204,Amazon Pay - Customer Support Chat via Swiggy
AP00003585,2026-03-02T05:41:51Z,Dispute Resolution,Bookmyshow,CARD_TOKEN,5516.02,FAILED,CUST941757,Amazon Pay - Dispute Resolution via Bookmyshow
AP00003586,2026-05-21T01:37:05Z,Subscription AutoPay,Practo,AMAZON_PAY_WALLET,280.24,SUCCESS,CUST370279,Amazon Pay - Subscription AutoPay via Practo
AP00003587,2026-05-10T11:27:44Z,Split Bills,Vodafone,AMAZON_PAY_UPI,2553.68,PENDING,CUST169179,Amazon Pay - Split Bills via Vodafone
AP00003588,2026-01-09T03:16:01Z,Invoice / Request Money,Tata 1mg,NETBANKING,8015.88,REFUNDED,CUST712652,Amazon Pay - Invoice / Request Money via Tata 1mg
AP00003589,2026-01-07T19:44:27Z,Merchant Onboarding,Uber,EMI,2224.03,REFUNDED,CUST552689,Amazon Pay - Merchant Onboarding via Uber
AP00003590,2026-04-21T16:49:06Z,Risk-Based Step-Up,Bookmyshow,EMI,9664.3,REVERSED,CUST757027,Amazon Pay - Risk-Based Step-Up via Bookmyshow
AP00003591,2026-02-18T01:42:52Z,Device Binding,EatSure,NETBANKING,5605.64,REVERSED,CUST413032,Amazon Pay - Device Binding via EatSure
AP00003592,2026-01-11T16:28:03Z,Velocity Controls,Domino's,AMAZON_PAY_UPI,8749.42,REFUNDED,CUST879620,Amazon Pay - Velocity Controls via Domino's
AP00003593,2026-04-12T03:20:13Z,Refund SLA Tracking,Cleartrip,EMI,4820.83,FAILED,CUST128649,Amazon Pay - Refund SLA Tracking via Cleartrip
AP00003594,2026-02-02T21:05:30Z,Reconciliation Reports,Practo,NETBANKING,2497.7,PENDING,CUST597023,Amazon Pay - Reconciliation Reports via Practo
AP00003595,2026-05-16T22:10:19Z,Webhooks & Events,EatSure,CARD_TOKEN,8478.95,REVERSED,CUST701426,Amazon Pay - Webhooks & Events via EatSure
AP00003596,2026-02-22T15:28:37Z,API Rate Limits,MakeMyTrip,AMAZON_PAY_WALLET,1548.92,SUCCESS,CUST422257,Amazon Pay - API Rate Limits via MakeMyTrip
AP00003597,2026-03-07T20:23:23Z,Sandbox Environment,BigBasket,NETBANKING,8644.81,SUCCESS,CUST874411,Amazon Pay - Sandbox Environment via BigBasket
AP00003598,2026-02-23T10:48:31Z,Compliance Reporting,MakeMyTrip,NETBANKING,4394.83,REVERSED,CUST216097,Amazon Pay - Compliance Reporting via MakeMyTrip
AP00003599,2026-04-27T15:31:57Z,PCI-DSS Tokenization,Airtel,CARD_TOKEN,1233.91,FAILED,CUST156929,Amazon Pay - PCI-DSS Tokenization via Airtel
AP00003600,2026-02-20T05:23:12Z,One-Click Checkout,Swiggy,EMI,2202.9,REFUNDED,CUST339346,Amazon Pay - One-Click Checkout via Swiggy
AP00003601,2026-01-02T21:33:31Z,Buy Now Pay Later,Practo,EMI,2658.91,REVERSED,CUST762483,Amazon Pay - Buy Now Pay Later via Practo
AP00003602,2026-04-12T23:22:05Z,UPI Payments,Cleartrip,AMAZON_PAY_WALLET,9916.58,REVERSED,CUST824157,Amazon Pay - UPI Payments via Cleartrip
AP00003603,2026-01-12T12:19:55Z,Recurring Payments,Tata 1mg,NETBANKING,496.9,FAILED,CUST856077,Amazon Pay - Recurring Payments via Tata 1mg
AP00003604,2026-02-03T22:28:13Z,Amazon Pay Wallet,Vodafone,AMAZON_PAY_WALLET,7324.1,FAILED,CUST518504,Amazon Pay - Amazon Pay Wallet via Vodafone
AP00003605,2026-05-07T11:12:08Z,Send Money to Contacts,Jio,NETBANKING,2062.84,REVERSED,CUST966614,Amazon Pay - Send Money to Contacts via Jio
AP00003606,2026-02-05T23:28:48Z,Bill Payments,RedBus,AMAZON_PAY_UPI,9419.39,PENDING,CUST114792,Amazon Pay - Bill Payments via RedBus
AP00003607,2026-04-18T09:25:06Z,Mobile Recharge,Indigo,EMI,2683.65,PENDING,CUST310942,Amazon Pay - Mobile Recharge via Indigo
AP00003608,2026-04-13T08:14:49Z,DTH Recharge,Bookmyshow,AMAZON_PAY_UPI,9729.42,REVERSED,CUST182719,Amazon Pay - DTH Recharge via Bookmyshow
AP00003609,2026-05-05T20:48:08Z,Insurance Premium Payments,Indigo,AMAZON_PAY_UPI,5358.67,SUCCESS,CUST845383,Amazon Pay - Insurance Premium Payments via Indigo
AP00003610,2026-04-16T05:48:24Z,Credit Card Bill Payments,MakeMyTrip,NETBANKING,3798.86,PENDING,CUST156895,Amazon Pay - Credit Card Bill Payments via MakeMyTrip
AP00003611,2026-02-01T22:07:52Z,EMI Auto-Debit,ACT Fibernet,EMI,2428.29,PENDING,CUST396676,Amazon Pay - EMI Auto-Debit via ACT Fibernet
AP00003612,2026-01-06T16:40:56Z,Rewards & Cashback,Tata 1mg,AMAZON_PAY_UPI,532.54,FAILED,CUST443089,Amazon Pay - Rewards & Cashback via Tata 1mg
AP00003613,2026-01-17T01:45:26Z,Coupons & Promo Codes,Zomato,AMAZON_PAY_UPI,1958.37,PENDING,CUST674686,Amazon Pay - Coupons & Promo Codes via Zomato
AP00003614,2026-05-20T04:16:34Z,Gift Cards,MakeMyTrip,CARD_TOKEN,7909.57,REVERSED,CUST391017,Amazon Pay - Gift Cards via MakeMyTrip
AP00003615,2026-03-10T10:36:00Z,Merchant Settlements,Cleartrip,NETBANKING,5220.24,PENDING,CUST455142,Amazon Pay - Merchant Settlements via Cleartrip
AP00003616,2026-04-18T12:01:30Z,Refund Processing,Vodafone,EMI,6016.72,REFUNDED,CUST827532,Amazon Pay - Refund Processing via Vodafone
AP00003617,2026-04-21T01:17:34Z,Transaction History,Tata 1mg,CARD_TOKEN,1926.59,REFUNDED,CUST118269,Amazon Pay - Transaction History via Tata 1mg
AP00003618,2026-04-17T10:54:35Z,KYC Verification,Swiggy,AMAZON_PAY_UPI,5062.35,PENDING,CUST182723,Amazon Pay - KYC Verification via Swiggy
AP00003619,2026-02-20T16:09:38Z,Fraud Detection,Domino's,AMAZON_PAY_UPI,4655.92,REFUNDED,CUST596875,Amazon Pay - Fraud Detection via Domino's
AP00003620,2026-05-24T19:15:36Z,PIN & Biometric Authentication,BigBasket,EMI,6628.53,SUCCESS,CUST907728,Amazon Pay - PIN & Biometric Authentication via BigBasket
AP00003621,2026-01-26T10:14:47Z,Strong Customer Authentication,Indigo,CARD_TOKEN,6090.09,REVERSED,CUST156178,Amazon Pay - Strong Customer Authentication via Indigo
AP00003622,2026-02-06T11:17:39Z,Multi-Currency Support,Domino's,CARD_TOKEN,3495.67,FAILED,CUST575460,Amazon Pay - Multi-Currency Support via Domino's
AP00003623,2026-01-17T00:07:38Z,Cross-Border Payments,Vodafone,CARD_TOKEN,5234.72,REFUNDED,CUST185393,Amazon Pay - Cross-Border Payments via Vodafone
AP00003624,2026-04-10T21:10:06Z,QR Code Payments,Cleartrip,CARD_TOKEN,815.3,FAILED,CUST360256,Amazon Pay - QR Code Payments via Cleartrip
AP00003625,2026-04-20T08:39:05Z,NFC Tap-to-Pay,Zomato,EMI,1754.19,SUCCESS,CUST975817,Amazon Pay - NFC Tap-to-Pay via Zomato
AP00003626,2026-03-15T00:58:04Z,Voice Payments,EatSure,AMAZON_PAY_WALLET,4238.15,FAILED,CUST232623,Amazon Pay - Voice Payments via EatSure
AP00003627,2026-02-17T07:04:07Z,Smart Connect Express Checkout,MakeMyTrip,CARD_TOKEN,2689.32,REFUNDED,CUST982637,Amazon Pay - Smart Connect Express Checkout via MakeMyTrip
AP00003628,2026-02-10T14:14:37Z,Saved Payment Instruments,BigBasket,AMAZON_PAY_UPI,8816.59,SUCCESS,CUST787851,Amazon Pay - Saved Payment Instruments via BigBasket
AP00003629,2026-05-13T21:50:16Z,Shipping Address Book,BigBasket,AMAZON_PAY_UPI,9404.53,PENDING,CUST586301,Amazon Pay - Shipping Address Book via BigBasket
AP00003630,2026-01-25T12:55:25Z,Order Tracking Integration,Tata 1mg,CARD_TOKEN,337.55,FAILED,CUST854957,Amazon Pay - Order Tracking Integration via Tata 1mg
AP00003631,2026-04-03T11:57:30Z,Loyalty Program Integration,Jio,CARD_TOKEN,2759.52,PENDING,CUST765863,Amazon Pay - Loyalty Program Integration via Jio
AP00003632,2026-02-05T07:06:54Z,Charity Donations,EatSure,AMAZON_PAY_UPI,943.83,REFUNDED,CUST849367,Amazon Pay - Charity Donations via EatSure
AP00003633,2026-02-15T08:22:44Z,Tax Invoice Download,Zomato,AMAZON_PAY_WALLET,8941.76,REFUNDED,CUST761350,Amazon Pay - Tax Invoice Download via Zomato
AP00003634,2026-02-05T07:00:14Z,Customer Support Chat,Airtel,CARD_TOKEN,4697.23,REVERSED,CUST454557,Amazon Pay - Customer Support Chat via Airtel
AP00003635,2026-01-18T18:43:21Z,Dispute Resolution,EatSure,AMAZON_PAY_UPI,1676.37,REVERSED,CUST100427,Amazon Pay - Dispute Resolution via EatSure
AP00003636,2026-02-18T02:33:30Z,Subscription AutoPay,BigBasket,AMAZON_PAY_WALLET,4383.73,SUCCESS,CUST115762,Amazon Pay - Subscription AutoPay via BigBasket
AP00003637,2026-05-14T09:35:29Z,Split Bills,BigBasket,AMAZON_PAY_UPI,2255.66,SUCCESS,CUST414821,Amazon Pay - Split Bills via BigBasket
AP00003638,2026-03-08T03:21:28Z,Invoice / Request Money,Practo,EMI,3700.85,REVERSED,CUST204924,Amazon Pay - Invoice / Request Money via Practo
AP00003639,2026-05-18T13:57:35Z,Merchant Onboarding,Jio,AMAZON_PAY_UPI,8075.47,PENDING,CUST340779,Amazon Pay - Merchant Onboarding via Jio
AP00003640,2026-05-28T07:16:07Z,Risk-Based Step-Up,BigBasket,NETBANKING,8030.8,SUCCESS,CUST595129,Amazon Pay - Risk-Based Step-Up via BigBasket
AP00003641,2026-05-26T14:27:34Z,Device Binding,Domino's,AMAZON_PAY_WALLET,4952.44,REFUNDED,CUST219093,Amazon Pay - Device Binding via Domino's
AP00003642,2026-02-15T16:48:06Z,Velocity Controls,RedBus,NETBANKING,3824.31,REFUNDED,CUST211007,Amazon Pay - Velocity Controls via RedBus
AP00003643,2026-04-17T01:13:21Z,Refund SLA Tracking,Tata 1mg,AMAZON_PAY_WALLET,7979.79,REFUNDED,CUST586161,Amazon Pay - Refund SLA Tracking via Tata 1mg
AP00003644,2026-03-16T09:33:22Z,Reconciliation Reports,ACT Fibernet,CARD_TOKEN,8132.02,SUCCESS,CUST661422,Amazon Pay - Reconciliation Reports via ACT Fibernet
AP00003645,2026-02-13T00:14:41Z,Webhooks & Events,Jio,NETBANKING,8475.91,PENDING,CUST787533,Amazon Pay - Webhooks & Events via Jio
AP00003646,2026-04-07T12:48:02Z,API Rate Limits,Swiggy,NETBANKING,7184.21,SUCCESS,CUST935108,Amazon Pay - API Rate Limits via Swiggy
AP00003647,2026-03-06T01:01:33Z,Sandbox Environment,ACT Fibernet,AMAZON_PAY_WALLET,4957.92,FAILED,CUST510982,Amazon Pay - Sandbox Environment via ACT Fibernet
AP00003648,2026-02-08T12:12:36Z,Compliance Reporting,Domino's,EMI,3200.62,SUCCESS,CUST498824,Amazon Pay - Compliance Reporting via Domino's
AP00003649,2026-01-27T00:20:11Z,PCI-DSS Tokenization,EatSure,AMAZON_PAY_WALLET,9351.35,SUCCESS,CUST369434,Amazon Pay - PCI-DSS Tokenization via EatSure
AP00003650,2026-05-26T11:03:20Z,One-Click Checkout,BWSSB,EMI,4973.25,PENDING,CUST646847,Amazon Pay - One-Click Checkout via BWSSB
AP00003651,2026-01-14T08:01:44Z,Buy Now Pay Later,Cleartrip,NETBANKING,7047.42,FAILED,CUST692224,Amazon Pay - Buy Now Pay Later via Cleartrip
AP00003652,2026-05-24T02:51:09Z,UPI Payments,Indigo,EMI,1508.59,REVERSED,CUST825303,Amazon Pay - UPI Payments via Indigo
AP00003653,2026-04-08T14:24:09Z,Recurring Payments,Zomato,CARD_TOKEN,9565.83,PENDING,CUST554885,Amazon Pay - Recurring Payments via Zomato
