txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00002507,2026-04-12T17:23:07Z,Mobile Recharge,Jio,EMI,3679.52,REFUNDED,CUST509664,Amazon Pay - Mobile Recharge via Jio
AP00002508,2026-03-02T07:47:13Z,DTH Recharge,MakeMyTrip,AMAZON_PAY_UPI,3504.5,REFUNDED,CUST224979,Amazon Pay - DTH Recharge via MakeMyTrip
AP00002509,2026-01-03T00:24:33Z,Insurance Premium Payments,Swiggy,AMAZON_PAY_WALLET,6705.74,PENDING,CUST323516,Amazon Pay - Insurance Premium Payments via Swiggy
AP00002510,2026-01-26T05:44:22Z,Credit Card Bill Payments,Practo,EMI,2603.82,FAILED,CUST911707,Amazon Pay - Credit Card Bill Payments via Practo
AP00002511,2026-01-26T19:44:13Z,EMI Auto-Debit,Vodafone,AMAZON_PAY_UPI,4802.38,PENDING,CUST268462,Amazon Pay - EMI Auto-Debit via Vodafone
AP00002512,2026-01-13T09:48:48Z,Rewards & Cashback,EatSure,NETBANKING,1203.07,SUCCESS,CUST211110,Amazon Pay - Rewards & Cashback via EatSure
AP00002513,2026-02-07T04:13:47Z,Coupons & Promo Codes,Domino's,EMI,8605.4,SUCCESS,CUST856717,Amazon Pay - Coupons & Promo Codes via Domino's
AP00002514,2026-03-18T22:04:59Z,Gift Cards,Bescom,EMI,1220.39,PENDING,CUST623736,Amazon Pay - Gift Cards via Bescom
AP00002515,2026-04-24T17:31:44Z,Merchant Settlements,ACT Fibernet,CARD_TOKEN,8792.48,SUCCESS,CUST332105,Amazon Pay - Merchant Settlements via ACT Fibernet
AP00002516,2026-03-16T14:37:09Z,Refund Processing,ACT Fibernet,AMAZON_PAY_WALLET,2914.38,REFUNDED,CUST143242,Amazon Pay - Refund Processing via ACT Fibernet
AP00002517,2026-01-16T22:33:49Z,Transaction History,ACT Fibernet,AMAZON_PAY_WALLET,6312.45,REVERSED,CUST701852,Amazon Pay - Transaction History via ACT Fibernet
AP00002518,2026-04-10T19:11:19Z,KYC Verification,Tata Power,EMI,2986.99,REFUNDED,CUST657840,Amazon Pay - KYC Verification via Tata Power
AP00002519,2026-03-25T17:03:18Z,Fraud Detection,BWSSB,AMAZON_PAY_UPI,2910.61,FAILED,CUST746079,Amazon Pay - Fraud Detection via BWSSB
AP00002520,2026-03-01T16:43:39Z,PIN & Biometric Authentication,Vodafone,AMAZON_PAY_UPI,7624.29,PENDING,CUST987513,Amazon Pay - PIN & Biometric Authentication via Vodafone
AP00002521,2026-02-21T16:42:25Z,Strong Customer Authentication,Uber,CARD_TOKEN,9709.89,FAILED,CUST214547,Amazon Pay - Strong Customer Authentication via Uber
AP00002522,2026-03-22T16:27:33Z,Multi-Currency Support,Practo,NETBANKING,1656.89,REVERSED,CUST755670,Amazon Pay - Multi-Currency Support via Practo
AP00002523,2026-02-05T10:18:43Z,Cross-Border Payments,Uber,CARD_TOKEN,9437.71,REFUNDED,CUST965187,Amazon Pay - Cross-Border Payments via Uber
AP00002524,2026-02-15T05:26:35Z,QR Code Payments,Domino's,AMAZON_PAY_WALLET,2139.3,SUCCESS,CUST341340,Amazon Pay - QR Code Payments via Domino's
AP00002525,2026-02-19T12:28:21Z,NFC Tap-to-Pay,Cleartrip,NETBANKING,8728.57,REFUNDED,CUST998188,Amazon Pay - NFC Tap-to-Pay via Cleartrip
AP00002526,2026-01-11T23:59:43Z,Voice Payments,ACT Fibernet,AMAZON_PAY_UPI,3576.03,REFUNDED,CUST536890,Amazon Pay - Voice Payments via ACT Fibernet
AP00002527,2026-01-11T22:12:44Z,Smart Connect Express Checkout,Jio,AMAZON_PAY_WALLET,8971.59,FAILED,CUST250867,Amazon Pay - Smart Connect Express Checkout via Jio
AP00002528,2026-01-21T21:48:35Z,Saved Payment Instruments,Cleartrip,AMAZON_PAY_UPI,4349.12,REVERSED,CUST260089,Amazon Pay - Saved Payment Instruments via Cleartrip
AP00002529,2026-02-20T22:07:49Z,Shipping Address Book,Tata Power,AMAZON_PAY_UPI,3792.3,SUCCESS,CUST579031,Amazon Pay - Shipping Address Book via Tata Power
AP00002530,2026-03-06T21:56:48Z,Order Tracking Integration,Domino's,AMAZON_PAY_WALLET,9956.39,FAILED,CUST766714,Amazon Pay - Order Tracking Integration via Domino's
AP00002531,2026-05-26T17:13:34Z,Loyalty Program Integration,Zomato,NETBANKING,644.72,FAILED,CUST263400,Amazon Pay - Loyalty Program Integration via Zomato
AP00002532,2026-01-06T15:39:07Z,Charity Donations,Swiggy,AMAZON_PAY_UPI,490.72,REVERSED,CUST850010,Amazon Pay - Charity Donations via Swiggy
AP00002533,2026-01-03T21:08:13Z,Tax Invoice Download,Vodafone,AMAZON_PAY_WALLET,9213.82,SUCCESS,CUST778626,Amazon Pay - Tax Invoice Download via Vodafone
AP00002534,2026-04-09T19:07:52Z,Customer Support Chat,Cleartrip,CARD_TOKEN,8930.48,SUCCESS,CUST518540,Amazon Pay - Customer Support Chat via Cleartrip
AP00002535,2026-01-28T13:22:57Z,Dispute Resolution,BigBasket,AMAZON_PAY_UPI,8527.04,SUCCESS,CUST464044,Amazon Pay - Dispute Resolution via BigBasket
AP00002536,2026-01-20T11:12:27Z,Subscription AutoPay,Vodafone,EMI,6116.75,REVERSED,CUST957440,Amazon Pay - Subscription AutoPay via Vodafone
AP00002537,2026-01-25T02:11:06Z,Split Bills,MakeMyTrip,AMAZON_PAY_WALLET,8064.88,PENDING,CUST396064,Amazon Pay - Split Bills via MakeMyTrip
AP00002538,2026-05-04T13:30:38Z,Invoice / Request Money,MakeMyTrip,EMI,5779.03,REVERSED,CUST755728,Amazon Pay - Invoice / Request Money via MakeMyTrip
AP00002539,2026-02-12T02:56:04Z,Merchant Onboarding,Bookmyshow,NETBANKING,737.37,FAILED,CUST660455,Amazon Pay - Merchant Onboarding via Bookmyshow
AP00002540,2026-03-24T11:33:14Z,Risk-Based Step-Up,BWSSB,CARD_TOKEN,7741.28,PENDING,CUST218991,Amazon Pay - Risk-Based Step-Up via BWSSB
AP00002541,2026-04-24T22:34:35Z,Device Binding,Bescom,AMAZON_PAY_WALLET,8310.13,SUCCESS,CUST933068,Amazon Pay - Device Binding via Bescom
AP00002542,2026-03-20T23:43:04Z,Velocity Controls,Bookmyshow,NETBANKING,9710.35,REVERSED,CUST156133,Amazon Pay - Velocity Controls via Bookmyshow
AP00002543,2026-05-02T07:55:15Z,Refund SLA Tracking,MakeMyTrip,CARD_TOKEN,3816.99,PENDING,CUST957241,Amazon Pay - Refund SLA Tracking via MakeMyTrip
AP00002544,2026-05-06T12:02:05Z,Reconciliation Reports,Zomato,AMAZON_PAY_UPI,3716.71,REFUNDED,CUST900511,Amazon Pay - Reconciliation Reports via Zomato
AP00002545,2026-01-23T07:37:55Z,Webhooks & Events,Swiggy,CARD_TOKEN,7448.92,REFUNDED,CUST880465,Amazon Pay - Webhooks & Events via Swiggy
AP00002546,2026-01-25T21:08:43Z,API Rate Limits,Bookmyshow,CARD_TOKEN,6402.44,SUCCESS,CUST585644,Amazon Pay - API Rate Limits via Bookmyshow
AP00002547,2026-03-10T05:39:07Z,Sandbox Environment,Airtel,CARD_TOKEN,1440.65,REVERSED,CUST262734,Amazon Pay - Sandbox Environment via Airtel
AP00002548,2026-01-22T22:11:40Z,Compliance Reporting,Swiggy,NETBANKING,3177.67,REVERSED,CUST919678,Amazon Pay - Compliance Reporting via Swiggy
AP00002549,2026-05-02T20:21:17Z,PCI-DSS Tokenization,ACT Fibernet,AMAZON_PAY_WALLET,8583.66,SUCCESS,CUST255315,Amazon Pay - PCI-DSS Tokenization via ACT Fibernet
AP00002550,2026-02-13T00:23:53Z,One-Click Checkout,Zomato,AMAZON_PAY_UPI,6403.86,REVERSED,CUST400181,Amazon Pay - One-Click Checkout via Zomato
AP00002551,2026-03-25T20:34:00Z,Buy Now Pay Later,Indigo,NETBANKING,4570.84,FAILED,CUST608526,Amazon Pay - Buy Now Pay Later via Indigo
AP00002552,2026-02-03T10:25:18Z,UPI Payments,Bookmyshow,AMAZON_PAY_WALLET,8563.38,REVERSED,CUST240681,Amazon Pay - UPI Payments via Bookmyshow
AP00002553,2026-01-09T06:08:53Z,Recurring Payments,Domino's,AMAZON_PAY_WALLET,6427.97,REVERSED,CUST627992,Amazon Pay - Recurring Payments via Domino's
AP00002554,2026-05-06T12:31:55Z,Amazon Pay Wallet,RedBus,CARD_TOKEN,9560.27,FAILED,CUST493172,Amazon Pay - Amazon Pay Wallet via RedBus
AP00002555,2026-04-16T21:59:52Z,Send Money to Contacts,Swiggy,AMAZON_PAY_WALLET,2016.98,REFUNDED,CUST747393,Amazon Pay - Send Money to Contacts via Swiggy
AP00002556,2026-01-13T09:50:24Z,Bill Payments,RedBus,AMAZON_PAY_WALLET,7234.44,REFUNDED,CUST346811,Amazon Pay - Bill Payments via RedBus
AP00002557,2026-04-01T02:30:37Z,Mobile Recharge,Jio,CARD_TOKEN,6589.57,SUCCESS,CUST761138,Amazon Pay - Mobile Recharge via Jio
AP00002558,2026-04-21T16:58:03Z,DTH Recharge,Zomato,EMI,6637.69,FAILED,CUST189912,Amazon Pay - DTH Recharge via Zomato
AP00002559,2026-03-28T03:01:37Z,Insurance Premium Payments,Zomato,AMAZON_PAY_WALLET,9452.72,PENDING,CUST283267,Amazon Pay - Insurance Premium Payments via Zomato
AP00002560,2026-05-09T02:39:50Z,Credit Card Bill Payments,BWSSB,CARD_TOKEN,8354.14,PENDING,CUST701783,Amazon Pay - Credit Card Bill Payments via BWSSB
AP00002561,2026-02-17T19:50:53Z,EMI Auto-Debit,Swiggy,AMAZON_PAY_UPI,9868.23,SUCCESS,CUST373098,Amazon Pay - EMI Auto-Debit via Swiggy
AP00002562,2026-04-19T10:39:00Z,Rewards & Cashback,Airtel,AMAZON_PAY_WALLET,9895.45,REFUNDED,CUST715517,Amazon Pay - Rewards & Cashback via Airtel
AP00002563,2026-05-03T15:36:31Z,Coupons & Promo Codes,Vodafone,NETBANKING,1479.37,REVERSED,CUST780619,Amazon Pay - Coupons & Promo Codes via Vodafone
AP00002564,2026-01-18T14:28:51Z,Gift Cards,Swiggy,CARD_TOKEN,3166.19,REVERSED,CUST747539,Amazon Pay - Gift Cards via Swiggy
AP00002565,2026-05-02T21:01:32Z,Merchant Settlements,RedBus,AMAZON_PAY_WALLET,8583.85,REVERSED,CUST538158,Amazon Pay - Merchant Settlements via RedBus
AP00002566,2026-03-22T03:17:12Z,Refund Processing,Bookmyshow,AMAZON_PAY_WALLET,2330.22,REFUNDED,CUST614336,Amazon Pay - Refund Processing via Bookmyshow
AP00002567,2026-02-01T14:54:51Z,Transaction History,Zomato,AMAZON_PAY_UPI,7607.71,SUCCESS,CUST131817,Amazon Pay - Transaction History via Zomato
AP00002568,2026-05-05T09:12:34Z,KYC Verification,Vodafone,CARD_TOKEN,3516.41,SUCCESS,CUST214225,Amazon Pay - KYC Verification via Vodafone
AP00002569,2026-03-28T20:15:31Z,Fraud Detection,Cleartrip,AMAZON_PAY_WALLET,9687.66,REVERSED,CUST657077,Amazon Pay - Fraud Detection via Cleartrip
AP00002570,2026-03-11T18:05:34Z,PIN & Biometric Authentication,Swiggy,AMAZON_PAY_WALLET,1291.8,REFUNDED,CUST684192,Amazon Pay - PIN & Biometric Authentication via Swiggy
AP00002571,2026-05-10T09:39:21Z,Strong Customer Authentication,RedBus,AMAZON_PAY_UPI,6133.44,FAILED,CUST403815,Amazon Pay - Strong Customer Authentication via RedBus
AP00002572,2026-05-11T17:05:25Z,Multi-Currency Support,Domino's,CARD_TOKEN,7439.62,PENDING,CUST165625,Amazon Pay - Multi-Currency Support via Domino's
AP00002573,2026-04-22T05:36:02Z,Cross-Border Payments,RedBus,NETBANKING,182.76,FAILED,CUST221779,Amazon Pay - Cross-Border Payments via RedBus
AP00002574,2026-02-12T21:30:26Z,QR Code Payments,Indigo,NETBANKING,3438.25,REFUNDED,CUST846187,Amazon Pay - QR Code Payments via Indigo
AP00002575,2026-04-15T04:08:39Z,NFC Tap-to-Pay,EatSure,AMAZON_PAY_WALLET,4276.06,REVERSED,CUST117444,Amazon Pay - NFC Tap-to-Pay via EatSure
AP00002576,2026-03-19T23:46:57Z,Voice Payments,Zomato,EMI,8885.81,SUCCESS,CUST153163,Amazon Pay - Voice Payments via Zomato
AP00002577,2026-02-11T02:54:48Z,Smart Connect Express Checkout,MakeMyTrip,CARD_TOKEN,5791.61,FAILED,CUST496816,Amazon Pay - Smart Connect Express Checkout via MakeMyTrip
AP00002578,2026-05-13T13:47:44Z,Saved Payment Instruments,Tata Power,AMAZON_PAY_WALLET,9783.31,REFUNDED,CUST157109,Amazon Pay - Saved Payment Instruments via Tata Power
AP00002579,2026-03-07T14:52:48Z,Shipping Address Book,Uber,AMAZON_PAY_UPI,6810.01,REVERSED,CUST140067,Amazon Pay - Shipping Address Book via Uber
AP00002580,2026-03-16T02:44:51Z,Order Tracking Integration,Practo,NETBANKING,1294.6,SUCCESS,CUST790713,Amazon Pay - Order Tracking Integration via Practo
AP00002581,2026-01-03T10:18:41Z,Loyalty Program Integration,Domino's,EMI,4679.82,PENDING,CUST684194,Amazon Pay - Loyalty Program Integration via Domino's
AP00002582,2026-01-13T10:28:32Z,Charity Donations,BigBasket,CARD_TOKEN,5149.36,REFUNDED,CUST716749,Amazon Pay - Charity Donations via BigBasket
AP00002583,2026-01-25T15:53:59Z,Tax Invoice Download,EatSure,AMAZON_PAY_WALLET,6298.86,REFUNDED,CUST364443,Amazon Pay - Tax Invoice Download via EatSure
AP00002584,2026-01-06T05:02:54Z,Customer Support Chat,Tata 1mg,NETBANKING,8528.83,SUCCESS,CUST510287,Amazon Pay - Customer Support Chat via Tata 1mg
AP00002585,2026-02-13T14:49:47Z,Dispute Resolution,Swiggy,CARD_TOKEN,877.6,FAILED,CUST922863,Amazon Pay - Dispute Resolution via Swiggy
AP00002586,2026-05-12T18:12:18Z,Subscription AutoPay,Zomato,EMI,8763.13,FAILED,CUST297749,Amazon Pay - Subscription AutoPay via Zomato
AP00002587,2026-04-16T05:07:22Z,Split Bills,EatSure,CARD_TOKEN,4826.28,REFUNDED,CUST402353,Amazon Pay - Split Bills via EatSure
AP00002588,2026-04-07T12:02:41Z,Invoice / Request Money,Domino's,NETBANKING,50.89,REFUNDED,CUST983986,Amazon Pay - Invoice / Request Money via Domino's
AP00002589,2026-04-09T00:43:43Z,Merchant Onboarding,Indigo,EMI,1523.66,SUCCESS,CUST278584,Amazon Pay - Merchant Onboarding via Indigo
AP00002590,2026-03-21T12:30:01Z,Risk-Based Step-Up,Swiggy,AMAZON_PAY_UPI,1601.14,REFUNDED,CUST222038,Amazon Pay - Risk-Based Step-Up via Swiggy
AP00002591,2026-05-26T12:15:11Z,Device Binding,Tata 1mg,CARD_TOKEN,6300.76,FAILED,CUST602121,Amazon Pay - Device Binding via Tata 1mg
AP00002592,2026-02-15T15:51:12Z,Velocity Controls,Tata 1mg,EMI,6514.35,SUCCESS,CUST123903,Amazon Pay - Velocity Controls via Tata 1mg
AP00002593,2026-01-03T16:25:03Z,Refund SLA Tracking,Tata Power,EMI,8591.34,PENDING,CUST423226,Amazon Pay - Refund SLA Tracking via Tata Power
AP00002594,2026-01-12T03:21:40Z,Reconciliation Reports,Airtel,NETBANKING,8605.45,REVERSED,CUST238700,Amazon Pay - Reconciliation Reports via Airtel
AP00002595,2026-05-23T12:40:47Z,Webhooks & Events,Zomato,EMI,6946.72,SUCCESS,CUST627485,Amazon Pay - Webhooks & Events via Zomato
AP00002596,2026-02-18T14:08:21Z,API Rate Limits,Cleartrip,AMAZON_PAY_WALLET,4201.6,SUCCESS,CUST994668,Amazon Pay - API Rate Limits via Cleartrip
AP00002597,2026-05-08T00:24:18Z,Sandbox Environment,Uber,AMAZON_PAY_WALLET,1757.55,REFUNDED,CUST138504,Amazon Pay - Sandbox Environment via Uber
AP00002598,2026-01-10T06:02:43Z,Compliance Reporting,Domino's,EMI,9630.64,REFUNDED,CUST389159,Amazon Pay - Compliance Reporting via Domino's
AP00002599,2026-01-14T09:54:43Z,PCI-DSS Tokenization,Domino's,AMAZON_PAY_WALLET,1264.11,FAILED,CUST509402,Amazon Pay - PCI-DSS Tokenization via Domino's
AP00002600,2026-05-04T22:52:35Z,One-Click Checkout,Airtel,AMAZON_PAY_WALLET,8724.67,REFUNDED,CUST981047,Amazon Pay - One-Click Checkout via Airtel
AP00002601,2026-02-18T21:18:54Z,Buy Now Pay Later,Swiggy,EMI,5984.62,REVERSED,CUST202555,Amazon Pay - Buy Now Pay Later via Swiggy
AP00002602,2026-05-09T05:39:57Z,UPI Payments,Cleartrip,AMAZON_PAY_WALLET,7304.75,FAILED,CUST857703,Amazon Pay - UPI Payments via Cleartrip
AP00002603,2026-05-12T04:07:12Z,Recurring Payments,BWSSB,NETBANKING,6109.13,SUCCESS,CUST456615,Amazon Pay - Recurring Payments via BWSSB
AP00002604,2026-01-11T15:24:49Z,Amazon Pay Wallet,MakeMyTrip,AMAZON_PAY_UPI,9048.17,SUCCESS,CUST370221,Amazon Pay - Amazon Pay Wallet via MakeMyTrip
AP00002605,2026-01-18T16:06:55Z,Send Money to Contacts,Airtel,EMI,787.15,PENDING,CUST470059,Amazon Pay - Send Money to Contacts via Airtel
AP00002606,2026-01-20T15:43:19Z,Bill Payments,MakeMyTrip,CARD_TOKEN,4595.89,REFUNDED,CUST556902,Amazon Pay - Bill Payments via MakeMyTrip
AP00002607,2026-04-10T15:43:50Z,Mobile Recharge,Tata 1mg,CARD_TOKEN,7637.83,REFUNDED,CUST692826,Amazon Pay - Mobile Recharge via Tata 1mg
AP00002608,2026-05-23T11:11:59Z,DTH Recharge,BigBasket,CARD_TOKEN,5160.12,SUCCESS,CUST896454,Amazon Pay - DTH Recharge via BigBasket
AP00002609,2026-03-06T03:12:54Z,Insurance Premium Payments,MakeMyTrip,AMAZON_PAY_UPI,7435.11,PENDING,CUST397639,Amazon Pay - Insurance Premium Payments via MakeMyTrip
AP00002610,2026-01-25T01:18:06Z,Credit Card Bill Payments,Airtel,AMAZON_PAY_WALLET,7152.61,FAILED,CUST287714,Amazon Pay - Credit Card Bill Payments via Airtel
AP00002611,2026-05-13T05:21:38Z,EMI Auto-Debit,Tata Power,AMAZON_PAY_UPI,521.23,FAILED,CUST295333,Amazon Pay - EMI Auto-Debit via Tata Power
AP00002612,2026-02-28T09:20:14Z,Rewards & Cashback,Domino's,AMAZON_PAY_WALLET,6977.98,PENDING,CUST189171,Amazon Pay - Rewards & Cashback via Domino's
AP00002613,2026-01-22T13:43:05Z,Coupons & Promo Codes,Vodafone,NETBANKING,6839.57,FAILED,CUST515531,Amazon Pay - Coupons & Promo Codes via Vodafone
AP00002614,2026-01-24T07:55:36Z,Gift Cards,Zomato,EMI,845.65,FAILED,CUST263676,Amazon Pay - Gift Cards via Zomato
AP00002615,2026-02-06T03:17:50Z,Merchant Settlements,Swiggy,EMI,3227.19,FAILED,CUST444594,Amazon Pay - Merchant Settlements via Swiggy
AP00002616,2026-03-26T17:54:48Z,Refund Processing,Indigo,AMAZON_PAY_WALLET,3516.77,FAILED,CUST191929,Amazon Pay - Refund Processing via Indigo
AP00002617,2026-03-23T12:48:06Z,Transaction History,EatSure,AMAZON_PAY_WALLET,9713.23,REVERSED,CUST371936,Amazon Pay - Transaction History via EatSure
AP00002618,2026-04-02T02:11:36Z,KYC Verification,Uber,EMI,4491.79,REFUNDED,CUST219603,Amazon Pay - KYC Verification via Uber
AP00002619,2026-05-09T23:33:20Z,Fraud Detection,BigBasket,AMAZON_PAY_UPI,2872.45,REFUNDED,CUST210608,Amazon Pay - Fraud Detection via BigBasket
AP00002620,2026-03-10T12:02:09Z,PIN & Biometric Authentication,Indigo,AMAZON_PAY_WALLET,7166.35,SUCCESS,CUST889467,Amazon Pay - PIN & Biometric Authentication via Indigo
AP00002621,2026-04-22T06:54:34Z,Strong Customer Authentication,Tata Power,EMI,3087.8,REVERSED,CUST128962,Amazon Pay - Strong Customer Authentication via Tata Power
AP00002622,2026-01-06T03:37:46Z,Multi-Currency Support,Tata Power,AMAZON_PAY_WALLET,9752.53,REVERSED,CUST342869,Amazon Pay - Multi-Currency Support via Tata Power
AP00002623,2026-02-16T21:47:32Z,Cross-Border Payments,Cleartrip,CARD_TOKEN,5704.03,SUCCESS,CUST858438,Amazon Pay - Cross-Border Payments via Cleartrip
AP00002624,2026-03-23T07:43:18Z,QR Code Payments,Swiggy,AMAZON_PAY_WALLET,5454.44,FAILED,CUST929053,Amazon Pay - QR Code Payments via Swiggy
AP00002625,2026-02-01T18:10:37Z,NFC Tap-to-Pay,BWSSB,EMI,1230.49,FAILED,CUST375598,Amazon Pay - NFC Tap-to-Pay via BWSSB
AP00002626,2026-01-15T07:04:30Z,Voice Payments,BWSSB,AMAZON_PAY_UPI,3084.87,FAILED,CUST544387,Amazon Pay - Voice Payments via BWSSB
AP00002627,2026-04-07T02:14:18Z,Smart Connect Express Checkout,Vodafone,CARD_TOKEN,4976.34,REVERSED,CUST493799,Amazon Pay - Smart Connect Express Checkout via Vodafone
AP00002628,2026-03-26T16:50:52Z,Saved Payment Instruments,Bookmyshow,AMAZON_PAY_UPI,9695.39,REVERSED,CUST306179,Amazon Pay - Saved Payment Instruments via Bookmyshow
AP00002629,2026-04-28T01:49:28Z,Shipping Address Book,MakeMyTrip,AMAZON_PAY_WALLET,8185.11,REVERSED,CUST278167,Amazon Pay - Shipping Address Book via MakeMyTrip
AP00002630,2026-02-17T12:56:45Z,Order Tracking Integration,MakeMyTrip,NETBANKING,7183.35,FAILED,CUST802077,Amazon Pay - Order Tracking Integration via MakeMyTrip
AP00002631,2026-04-16T17:52:27Z,Loyalty Program Integration,Domino's,EMI,1355.15,REVERSED,CUST115765,Amazon Pay - Loyalty Program Integration via Domino's
AP00002632,2026-04-13T01:36:44Z,Charity Donations,Swiggy,AMAZON_PAY_WALLET,2836.75,FAILED,CUST731511,Amazon Pay - Charity Donations via Swiggy
AP00002633,2026-01-20T14:40:12Z,Tax Invoice Download,Cleartrip,AMAZON_PAY_UPI,1349.53,SUCCESS,CUST255473,Amazon Pay - Tax Invoice Download via Cleartrip
AP00002634,2026-03-10T20:19:13Z,Customer Support Chat,Domino's,CARD_TOKEN,4377.31,FAILED,CUST844381,Amazon Pay - Customer Support Chat via Domino's
AP00002635,2026-04-19T17:49:51Z,Dispute Resolution,Tata Power,EMI,7653.36,REFUNDED,CUST537921,Amazon Pay - Dispute Resolution via Tata Power
AP00002636,2026-04-04T13:01:08Z,Subscription AutoPay,Swiggy,AMAZON_PAY_WALLET,8928.79,REVERSED,CUST999953,Amazon Pay - Subscription AutoPay via Swiggy
AP00002637,2026-02-10T01:31:24Z,Split Bills,BWSSB,NETBANKING,1877.88,PENDING,CUST552065,Amazon Pay - Split Bills via BWSSB
AP00002638,2026-04-13T09:43:19Z,Invoice / Request Money,Airtel,AMAZON_PAY_UPI,9840.35,REFUNDED,CUST167326,Amazon Pay - Invoice / Request Money via Airtel
AP00002639,2026-05-14T20:20:17Z,Merchant Onboarding,BWSSB,AMAZON_PAY_UPI,9875.49,REFUNDED,CUST139643,Amazon Pay - Merchant Onboarding via BWSSB
AP00002640,2026-01-03T18:10:59Z,Risk-Based Step-Up,Bescom,AMAZON_PAY_UPI,403.05,SUCCESS,CUST686029,Amazon Pay - Risk-Based Step-Up via Bescom
AP00002641,2026-05-19T00:44:20Z,Device Binding,Indigo,AMAZON_PAY_WALLET,6429.53,REVERSED,CUST331281,Amazon Pay - Device Binding via Indigo
AP00002642,2026-04-11T06:34:38Z,Velocity Controls,Jio,NETBANKING,5406.7,REFUNDED,CUST388199,Amazon Pay - Velocity Controls via Jio
AP00002643,2026-04-20T20:46:10Z,Refund SLA Tracking,Zomato,CARD_TOKEN,7613.15,REVERSED,CUST716913,Amazon Pay - Refund SLA Tracking via Zomato
AP00002644,2026-01-11T00:04:22Z,Reconciliation Reports,Domino's,CARD_TOKEN,5831.86,SUCCESS,CUST832873,Amazon Pay - Reconciliation Reports via Domino's
AP00002645,2026-02-27T16:12:23Z,Webhooks & Events,EatSure,CARD_TOKEN,2964.98,PENDING,CUST863947,Amazon Pay - Webhooks & Events via EatSure
AP00002646,2026-02-28T17:07:45Z,API Rate Limits,MakeMyTrip,EMI,1712.42,REVERSED,CUST675639,Amazon Pay - API Rate Limits via MakeMyTrip
AP00002647,2026-02-06T01:43:55Z,Sandbox Environment,Uber,AMAZON_PAY_UPI,6825.43,FAILED,CUST620514,Amazon Pay - Sandbox Environment via Uber
AP00002648,2026-04-26T15:48:11Z,Compliance Reporting,Uber,AMAZON_PAY_UPI,2811.94,PENDING,CUST127646,Amazon Pay - Compliance Reporting via Uber
AP00002649,2026-03-01T07:50:55Z,PCI-DSS Tokenization,MakeMyTrip,AMAZON_PAY_UPI,3363.42,REVERSED,CUST886038,Amazon Pay - PCI-DSS Tokenization via MakeMyTrip
AP00002650,2026-04-14T11:31:56Z,One-Click Checkout,Indigo,AMAZON_PAY_UPI,8059.49,SUCCESS,CUST923704,Amazon Pay - One-Click Checkout via Indigo
AP00002651,2026-03-07T22:36:28Z,Buy Now Pay Later,RedBus,NETBANKING,6727.73,FAILED,CUST889715,Amazon Pay - Buy Now Pay Later via RedBus
AP00002652,2026-02-24T00:23:42Z,UPI Payments,Jio,AMAZON_PAY_WALLET,8782.01,FAILED,CUST974025,Amazon Pay - UPI Payments via Jio
AP00002653,2026-03-04T16:39:59Z,Recurring Payments,Tata 1mg,NETBANKING,1374.23,FAILED,CUST523925,Amazon Pay - Recurring Payments via Tata 1mg
AP00002654,2026-05-25T00:43:35Z,Amazon Pay Wallet,Zomato,EMI,6712.16,FAILED,CUST381823,Amazon Pay - Amazon Pay Wallet via Zomato
AP00002655,2026-04-19T19:02:04Z,Send Money to Contacts,Tata 1mg,AMAZON_PAY_WALLET,6693.27,REVERSED,CUST192122,Amazon Pay - Send Money to Contacts via Tata 1mg
AP00002656,2026-04-02T21:46:14Z,Bill Payments,Tata 1mg,AMAZON_PAY_WALLET,4009.48,REVERSED,CUST436379,Amazon Pay - Bill Payments via Tata 1mg
AP00002657,2026-03-25T00:40:27Z,Mobile Recharge,MakeMyTrip,EMI,978.02,REVERSED,CUST501637,Amazon Pay - Mobile Recharge via MakeMyTrip
AP00002658,2026-03-16T05:11:30Z,DTH Recharge,Jio,NETBANKING,7214.85,SUCCESS,CUST571751,Amazon Pay - DTH Recharge via Jio
AP00002659,2026-04-16T07:59:48Z,Insurance Premium Payments,Bescom,AMAZON_PAY_WALLET,3474.37,PENDING,CUST656794,Amazon Pay - Insurance Premium Payments via Bescom
AP00002660,2026-04-06T18:35:12Z,Credit Card Bill Payments,Bookmyshow,AMAZON_PAY_WALLET,8834.84,SUCCESS,CUST312326,Amazon Pay - Credit Card Bill Payments via Bookmyshow
AP00002661,2026-02-05T23:04:04Z,EMI Auto-Debit,Bookmyshow,EMI,4909.12,REVERSED,CUST926233,Amazon Pay - EMI Auto-Debit via Bookmyshow
AP00002662,2026-03-08T22:38:42Z,Rewards & Cashback,Jio,NETBANKING,9183.89,FAILED,CUST394679,Amazon Pay - Rewards & Cashback via Jio
AP00002663,2026-01-22T22:49:48Z,Coupons & Promo Codes,Swiggy,AMAZON_PAY_UPI,4255.15,FAILED,CUST413884,Amazon Pay - Coupons & Promo Codes via Swiggy
AP00002664,2026-04-14T03:02:31Z,Gift Cards,Cleartrip,EMI,9804.0,SUCCESS,CUST341186,Amazon Pay - Gift Cards via Cleartrip
AP00002665,2026-02-19T13:56:37Z,Merchant Settlements,Uber,CARD_TOKEN,7335.69,FAILED,CUST331503,Amazon Pay - Merchant Settlements via Uber
